timestamp,mode,keygen,sign,verify,znorm,lowbits,hintnorm,hintcount
2025-07-18 16:42:14,3,0.260,1.081,0.286,17,14,0,0
2025-07-18 16:42:15,3,0.254,1.083,0.272,14,14,0,0
2025-07-18 16:42:17,3,0.264,1.097,0.298,9,20,0,0
2025-07-18 16:42:18,3,0.259,1.265,0.292,10,23,0,0
2025-07-18 16:42:20,3,0.261,1.145,0.280,11,20,0,0
2025-07-18 16:42:22,3,0.254,1.068,0.284,16,15,0,0
2025-07-18 16:42:23,3,0.251,1.428,0.280,25,22,0,0
2025-07-18 16:42:25,3,0.251,1.375,0.287,25,19,0,0
2025-07-18 16:42:26,3,0.256,1.811,0.285,38,35,0,0
2025-07-18 16:42:28,3,0.255,1.487,0.285,21,29,0,0
2025-07-18 16:42:30,3,0.266,1.066,0.283,13,15,0,0
2025-07-18 16:42:31,3,0.252,1.604,0.284,27,31,0,0
2025-07-18 16:42:33,3,0.261,1.380,0.285,18,25,0,1
2025-07-18 16:42:34,3,0.257,1.139,0.278,14,17,0,0
2025-07-18 16:42:36,3,0.258,1.226,0.288,13,25,0,0
2025-07-18 16:42:37,3,0.257,1.374,0.270,13,28,0,0
2025-07-18 16:42:39,3,0.253,1.334,0.282,15,29,0,0
2025-07-18 16:42:40,3,0.250,1.733,0.274,32,31,0,0
2025-07-18 16:42:42,3,0.255,1.183,0.287,16,17,0,0
2025-07-18 16:42:43,3,0.257,1.094,0.276,10,18,0,0
2025-07-18 16:42:45,3,0.257,1.146,0.302,23,14,0,0
2025-07-18 16:42:46,3,0.259,0.994,0.271,14,12,0,0
2025-07-18 16:42:48,3,0.260,1.326,0.281,22,19,0,0
2025-07-18 16:42:49,3,0.259,1.341,0.282,16,24,0,0
2025-07-18 16:42:51,3,0.255,0.999,0.282,8,17,0,0
