timestamp,mode,keygen,sign,verify,znorm,lowbits,hintnorm,hintcount
2025-06-07 17:58:55,5,0.210,0.755,0.228,15,12,0,0
2025-06-07 17:58:55,5,0.215,0.934,0.233,12,23,0,0
2025-06-07 17:58:56,5,0.211,0.720,0.226,10,14,0,0
2025-06-07 17:58:57,5,0.216,0.927,0.229,15,20,0,0
2025-06-07 17:58:57,5,0.211,1.081,0.223,27,24,0,0
2025-06-07 17:58:58,5,0.220,1.018,0.233,18,24,0,0
2025-06-07 17:58:59,5,0.218,0.990,0.234,18,21,0,0
2025-06-07 17:58:59,5,0.208,0.720,0.222,9,14,0,0
2025-06-07 17:59:00,5,0.211,0.816,0.226,13,18,0,0
2025-06-07 17:59:01,5,0.218,0.610,0.233,3,9,0,0
2025-06-07 17:59:01,5,0.211,0.926,0.228,16,21,0,1
2025-06-07 17:59:02,5,0.215,0.628,0.236,3,11,0,0
2025-06-07 17:59:03,5,0.219,0.702,0.238,10,10,0,0
2025-06-07 17:59:03,5,0.216,0.853,0.235,13,17,0,0
2025-06-07 17:59:04,5,0.215,0.794,0.238,12,14,0,0
2025-06-07 17:59:05,5,0.211,0.922,0.231,16,22,0,0
2025-06-07 17:59:05,5,0.218,0.822,0.235,17,12,0,0
2025-06-07 17:59:06,5,0.210,0.752,0.228,10,16,0,0
2025-06-07 17:59:07,5,0.216,0.636,0.234,6,9,0,0
2025-06-07 17:59:07,5,0.210,0.641,0.229,6,10,0,1
2025-06-07 17:59:08,5,0.218,1.145,0.235,17,33,0,0
2025-06-07 17:59:09,5,0.215,1.054,0.234,20,25,0,0
2025-06-07 17:59:10,5,0.210,0.741,0.226,15,11,0,0
2025-06-07 17:59:10,5,0.215,1.056,0.236,19,25,0,0
2025-06-07 17:59:11,5,0.210,1.021,0.228,25,22,0,0
2025-06-07 17:59:12,5,0.219,0.770,0.235,8,16,0,0
2025-06-07 17:59:12,5,0.216,0.802,0.233,12,15,0,0
2025-06-07 17:59:13,5,0.210,0.616,0.227,10,6,0,0
2025-06-07 17:59:14,5,0.209,0.970,0.227,20,22,0,0
2025-06-07 17:59:14,5,0.208,0.600,0.229,11,5,0,0
2025-06-07 17:59:15,5,0.208,0.586,0.226,7,7,0,0
2025-06-07 17:59:16,5,0.211,0.799,0.228,8,20,0,0
2025-06-07 17:59:16,5,0.209,0.746,0.229,14,12,0,0
2025-06-07 17:59:17,5,0.219,1.170,0.235,20,32,0,0
2025-06-07 17:59:18,5,0.213,0.676,0.232,14,6,0,0
2025-06-07 17:59:18,5,0.218,0.751,0.234,9,14,0,0
2025-06-07 17:59:19,5,0.213,0.869,0.235,9,22,0,0
2025-06-07 17:59:20,5,0.212,0.981,0.230,16,26,0,0
2025-06-07 17:59:20,5,0.210,0.786,0.226,15,14,0,0
2025-06-07 17:59:21,5,0.216,0.923,0.236,14,21,0,0
2025-06-07 17:59:22,5,0.217,0.759,0.233,11,13,0,0
2025-06-07 17:59:22,5,0.215,1.023,0.237,19,23,0,0
2025-06-07 17:59:23,5,0.211,1.182,0.231,28,29,0,0
2025-06-07 17:59:24,5,0.209,0.885,0.226,13,23,0,0
2025-06-07 17:59:24,5,0.217,0.757,0.236,12,12,0,0
2025-06-07 17:59:25,5,0.209,0.947,0.227,19,22,0,0
2025-06-07 17:59:26,5,0.209,0.750,0.228,13,13,0,0
2025-06-07 17:59:26,5,0.213,0.531,0.230,7,3,0,0
2025-06-07 17:59:27,5,0.209,0.807,0.228,11,18,0,0
2025-06-07 17:59:28,5,0.214,0.708,0.236,8,12,0,0
2025-06-07 17:59:28,5,0.209,0.850,0.230,18,16,0,0
2025-06-07 17:59:29,5,0.216,0.909,0.236,14,20,0,0
2025-06-07 17:59:30,5,0.210,0.854,0.232,17,16,0,1
2025-06-07 17:59:30,5,0.210,1.052,0.227,21,28,0,0
2025-06-07 17:59:31,5,0.214,0.578,0.238,4,7,0,0
2025-06-07 17:59:32,5,0.215,0.995,0.235,17,23,0,0
2025-06-07 17:59:32,5,0.216,0.785,0.237,14,12,0,0
2025-06-07 17:59:33,5,0.211,0.769,0.229,15,12,0,0
2025-06-07 17:59:34,5,0.216,0.768,0.235,9,15,0,0
2025-06-07 17:59:34,5,0.216,0.704,0.235,5,14,0,0
2025-06-07 17:59:35,5,0.215,0.731,0.238,6,15,0,0
2025-06-07 17:59:36,5,0.216,0.804,0.235,16,12,0,0
2025-06-07 17:59:36,5,0.211,0.591,0.230,8,6,0,0
2025-06-07 17:59:37,5,0.212,0.675,0.227,12,9,0,0
2025-06-07 17:59:38,5,0.211,0.931,0.227,24,17,0,0
2025-06-07 17:59:38,5,0.214,0.693,0.235,13,7,0,0
2025-06-07 17:59:39,5,0.217,0.666,0.234,6,11,0,0
2025-06-07 17:59:40,5,0.216,0.756,0.236,12,12,0,0
2025-06-07 17:59:41,5,0.215,0.916,0.236,17,18,0,0
2025-06-07 17:59:41,5,0.217,0.892,0.235,14,19,0,0
2025-06-07 17:59:42,5,0.217,0.754,0.235,8,15,0,0
2025-06-07 17:59:43,5,0.209,0.899,0.229,18,19,0,0
2025-06-07 17:59:43,5,0.209,0.796,0.228,5,22,0,0
2025-06-07 17:59:44,5,0.217,0.820,0.236,9,18,0,0
2025-06-07 17:59:45,5,0.211,0.652,0.226,6,12,0,0
2025-06-07 17:59:45,5,0.213,0.989,0.228,16,27,0,0
2025-06-07 17:59:46,5,0.218,0.921,0.233,14,21,0,0
2025-06-07 17:59:47,5,0.215,0.805,0.233,13,14,0,0
2025-06-07 17:59:47,5,0.211,0.546,0.222,5,6,0,0
2025-06-07 17:59:48,5,0.216,0.931,0.232,8,26,0,0
2025-06-07 17:59:49,5,0.209,0.645,0.225,7,11,0,0
2025-06-07 17:59:49,5,0.214,0.817,0.236,10,16,0,1
2025-06-07 17:59:50,5,0.216,0.509,0.235,5,2,0,0
2025-06-07 17:59:51,5,0.214,1.345,0.238,31,35,0,0
2025-06-07 17:59:51,5,0.218,0.959,0.239,17,20,0,0
2025-06-07 17:59:52,5,0.214,0.637,0.231,9,8,0,0
2025-06-07 17:59:53,5,0.215,0.851,0.235,7,22,0,0
2025-06-07 17:59:53,5,0.213,0.806,0.233,12,17,0,0
2025-06-07 17:59:54,5,0.209,0.963,0.225,20,22,0,0
2025-06-07 17:59:55,5,0.211,0.993,0.230,21,22,0,0
2025-06-07 17:59:55,5,0.220,0.801,0.237,11,15,0,0
2025-06-07 17:59:56,5,0.212,0.814,0.231,15,14,0,0
2025-06-07 17:59:57,5,0.217,0.588,0.235,7,5,0,0
2025-06-07 17:59:58,5,0.210,0.581,0.228,5,8,0,0
2025-06-07 17:59:58,5,0.217,0.854,0.242,12,18,0,0
2025-06-07 17:59:59,5,0.216,0.734,0.232,14,10,0,0
2025-06-07 18:00:00,5,0.216,1.004,0.239,19,21,0,1
2025-06-07 18:00:00,5,0.208,0.752,0.229,10,16,0,0
2025-06-07 18:00:01,5,0.215,0.649,0.236,5,10,0,0
2025-06-07 18:00:02,5,0.217,0.720,0.237,10,11,0,0
