timestamp,mode,keygen,sign,verify,znorm,lowbits,hintnorm,hintcount
2025-06-07 17:56:41,2,0.084,0.320,0.098,7,6,0,0
2025-06-07 17:56:41,2,0.084,0.468,0.095,18,15,0,0
2025-06-07 17:56:42,2,0.081,0.343,0.092,8,11,0,0
2025-06-07 17:56:43,2,0.080,0.496,0.091,26,17,0,0
2025-06-07 17:56:43,2,0.085,0.363,0.096,11,9,0,0
2025-06-07 17:56:44,2,0.082,0.568,0.095,28,21,0,0
2025-06-07 17:56:45,2,0.082,0.364,0.095,11,9,0,0
2025-06-07 17:56:45,2,0.082,0.355,0.096,9,10,0,0
2025-06-07 17:56:46,2,0.080,0.588,0.091,39,18,0,0
2025-06-07 17:56:47,2,0.083,0.526,0.095,29,15,0,0
2025-06-07 17:56:47,2,0.081,0.476,0.092,27,11,0,0
2025-06-07 17:56:48,2,0.083,0.634,0.094,39,20,0,0
2025-06-07 17:56:49,2,0.081,0.463,0.091,29,10,0,0
2025-06-07 17:56:49,2,0.085,0.356,0.094,10,9,0,0
2025-06-07 17:56:50,2,0.084,0.397,0.093,15,10,0,0
2025-06-07 17:56:51,2,0.084,0.417,0.094,16,11,0,1
2025-06-07 17:56:51,2,0.080,0.371,0.091,14,8,0,1
2025-06-07 17:56:52,2,0.083,0.398,0.094,16,9,0,0
2025-06-07 17:56:53,2,0.083,0.576,0.095,32,19,0,0
2025-06-07 17:56:53,2,0.080,0.462,0.091,26,12,0,0
2025-06-07 17:56:54,2,0.083,0.462,0.094,19,15,0,0
2025-06-07 17:56:55,2,0.083,0.329,0.094,8,7,0,0
2025-06-07 17:56:55,2,0.080,0.334,0.091,11,7,0,0
2025-06-07 17:56:56,2,0.081,0.464,0.090,28,11,0,0
2025-06-07 17:56:57,2,0.082,0.395,0.094,16,9,0,0
2025-06-07 17:56:57,2,0.082,0.480,0.094,19,17,0,0
2025-06-07 17:56:58,2,0.083,0.396,0.096,15,10,0,0
2025-06-07 17:56:59,2,0.082,0.334,0.094,13,4,0,0
2025-06-07 17:56:59,2,0.080,0.459,0.090,25,13,0,0
2025-06-07 17:57:00,2,0.082,0.390,0.096,16,8,0,0
2025-06-07 17:57:01,2,0.082,0.385,0.096,11,11,0,1
2025-06-07 17:57:01,2,0.081,0.571,0.091,39,16,0,0
2025-06-07 17:57:02,2,0.082,0.376,0.091,15,10,0,0
2025-06-07 17:57:03,2,0.084,0.307,0.096,10,3,0,0
2025-06-07 17:57:03,2,0.082,0.444,0.094,20,12,0,0
2025-06-07 17:57:04,2,0.082,0.505,0.095,26,13,0,1
2025-06-07 17:57:05,2,0.080,0.593,0.093,34,23,0,0
2025-06-07 17:57:05,2,0.083,0.618,0.094,38,19,0,0
2025-06-07 17:57:06,2,0.082,0.379,0.095,16,6,0,1
2025-06-07 17:57:07,2,0.082,0.440,0.095,17,14,0,0
2025-06-07 17:57:07,2,0.081,0.352,0.092,16,4,0,0
2025-06-07 17:57:08,2,0.082,0.472,0.094,24,12,0,0
2025-06-07 17:57:09,2,0.083,0.465,0.096,16,18,0,0
2025-06-07 17:57:09,2,0.080,0.466,0.091,22,14,0,0
2025-06-07 17:57:10,2,0.084,0.390,0.094,15,9,0,0
2025-06-07 17:57:11,2,0.080,0.457,0.093,23,14,0,0
2025-06-07 17:57:11,2,0.082,0.378,0.095,12,10,0,0
2025-06-07 17:57:12,2,0.082,0.585,0.095,32,20,0,0
2025-06-07 17:57:13,2,0.084,0.429,0.095,18,12,0,0
2025-06-07 17:57:13,2,0.083,0.484,0.096,22,15,0,0
2025-06-07 17:57:14,2,0.084,0.479,0.094,22,15,0,0
2025-06-07 17:57:15,2,0.082,0.406,0.094,14,12,0,0
2025-06-07 17:57:15,2,0.081,0.393,0.092,20,6,0,0
2025-06-07 17:57:16,2,0.084,0.339,0.094,11,6,0,0
