timestamp,mode,keygen,sign,verify,znorm,lowbits,hintnorm,hintcount
2025-07-18 16:42:53,5,0.387,1.950,0.446,21,25,0,0
2025-07-18 16:42:54,5,0.384,1.611,0.441,9,23,0,0
2025-07-18 16:42:56,5,0.400,1.696,0.443,17,19,0,0
2025-07-18 16:42:57,5,0.506,1.763,0.617,11,12,0,0
2025-07-18 16:42:59,5,0.381,1.650,0.446,15,19,0,0
2025-07-18 16:43:00,5,0.387,1.725,0.448,13,20,0,0
2025-07-18 16:43:02,5,0.387,1.527,0.441,6,22,0,0
2025-07-18 16:43:03,5,0.394,1.797,0.444,24,17,0,0
2025-07-18 16:43:05,5,0.391,1.768,0.457,20,18,0,0
2025-07-18 16:43:06,5,0.392,1.572,0.440,14,18,0,0
2025-07-18 16:43:08,5,0.382,0.997,0.440,2,6,0,0
2025-07-18 16:43:10,5,0.457,1.767,0.546,16,11,0,0
2025-07-18 16:43:11,5,0.397,1.639,0.444,18,17,0,0
2025-07-18 16:43:13,5,0.387,1.651,0.431,10,24,0,0
2025-07-18 16:43:14,5,0.384,1.367,0.444,17,7,0,0
2025-07-18 16:43:16,5,0.383,1.109,0.435,7,6,0,0
2025-07-18 16:43:17,5,0.383,1.211,0.440,8,10,0,0
2025-07-18 16:43:19,5,0.389,1.970,0.433,17,28,0,0
2025-07-18 16:43:20,5,0.389,1.725,0.436,16,20,0,0
2025-07-18 16:43:22,5,0.388,1.359,0.437,14,10,0,0
2025-07-18 16:43:23,5,0.387,1.686,0.447,14,21,0,0
2025-07-18 16:43:25,5,0.385,1.452,0.438,16,8,0,0
2025-07-18 16:43:26,5,0.420,1.651,0.442,18,16,0,0
2025-07-18 16:43:28,5,0.387,1.373,0.435,17,8,0,0
2025-07-18 16:43:29,5,0.398,1.274,0.442,11,9,0,0
