timestamp,mode,keygen,sign,verify,znorm,lowbits,hintnorm,hintcount
2025-07-18 16:23:23,2,0.301,1.243,0.340,17,7,0,0
2025-07-18 16:23:25,2,0.151,0.787,0.216,19,12,0,0
2025-07-18 16:23:26,2,0.159,0.884,0.182,14,14,0,0
2025-07-18 16:23:28,2,0.259,0.897,0.177,12,19,0,0
2025-07-18 16:23:29,2,0.150,1.307,0.186,33,26,0,1
2025-07-18 16:23:31,2,0.150,1.009,0.186,25,16,0,0
2025-07-18 16:23:32,2,0.147,1.685,0.190,46,41,0,1
2025-07-18 16:23:33,2,0.150,0.976,0.195,19,18,0,0
2025-07-18 16:23:35,2,0.148,0.779,0.192,10,11,0,0
2025-07-18 16:23:36,2,0.143,0.983,0.190,28,13,0,1
2025-07-18 16:23:38,2,0.147,0.514,0.190,10,2,0,0
2025-07-18 16:23:39,2,0.169,1.161,0.208,24,12,0,0
2025-07-18 16:23:41,2,0.149,1.141,0.180,32,25,0,1
2025-07-18 16:23:42,2,0.151,0.950,0.187,23,16,0,1
2025-07-18 16:23:44,2,0.150,0.900,0.183,18,20,0,0
2025-07-18 16:23:45,2,0.149,0.809,0.197,7,14,0,0
2025-07-18 16:23:46,2,0.147,0.661,0.178,11,5,0,0
2025-07-18 16:23:48,2,0.151,1.027,0.199,23,23,0,1
2025-07-18 16:23:49,2,0.154,0.715,0.187,12,6,0,0
2025-07-18 16:23:51,2,0.146,0.729,0.191,7,10,0,0
2025-07-18 16:23:52,2,0.147,0.954,0.195,17,17,0,0
2025-07-18 16:23:54,2,0.150,0.990,0.189,24,12,0,0
2025-07-18 16:23:55,2,0.146,1.047,0.197,30,16,0,0
2025-07-18 16:23:57,2,0.161,0.996,0.197,30,15,0,0
2025-07-18 16:23:58,2,0.192,1.344,0.266,26,18,0,0
